"Link","Affiliations","Publisher","Abbreviated Source Title"
"https://www.scopus.com/pages/publications/105023793487?origin=resultslist","School of Business and Management, Christ University, India; Department of Mechanical Engineering, Sikkim Manipal Institute of Technology, Sikkim Manipal University, Sikkim, India","Apple Academic Press","Intell. Mach.: Using Comput. Intell. to Optim. Manuf. Process."
"https://www.scopus.com/pages/publications/85209697365?origin=resultslist","Department of Computer Science and Engineering, National Institute of Technology Warangal, Telangana, Hanamkonda, 506004, India; Department of Civil Engineering, Faculty of Engineering, Manisa Celal Bayar University, Manisa, 45140, Türkiye","Springer Nature","Evol. Syst."
"https://www.scopus.com/pages/publications/85201385349?origin=resultslist","Department of Computer Science and Engineering, Anna University Regional Campus, Tamil Nadu, Madurai, India","Springer Science and Business Media Deutschland GmbH","Electr Eng"
"https://www.scopus.com/pages/publications/105033149884?origin=resultslist","State Grid Anhui Electric Power Co., Ltd, Economic and Technical Research Institute, Anhui, Hefei, China; State Grid Anhui Electric Power Co., Ltd, Anhui, Hefei, China","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Softw., Syst. Inf. Technol., SSITCON"
"https://www.scopus.com/pages/publications/105001082886?origin=resultslist","Department of Electrical and Electronics Engineering, NIT Nagaland, Chümoukedima, India; Department of Electrical Engineering, RCC Institute of Information Technology, West Bengal, Kolkata, India; Department of Electrical Engineering, NIT Meghalaya, Sohra (Cherrapunji), India","Springer Science and Business Media Deutschland GmbH","Microsyst Technol"
"https://www.scopus.com/pages/publications/86000348135?origin=resultslist","Department of Electrical and Computer Engineering, International Islamic University, H-10, Islamabad, Pakistan; Department of Electrical and Electronics Engineering, Universidad Nacional de Colombia, Bogotá, 110111, Colombia","World Scientific and Engineering Academy and Society","WSEAS Transact. Power Syst."
"https://www.scopus.com/pages/publications/85204960256?origin=resultslist","Power Systems and Markets Research Group, University of Mons, Belgium; No. 31, Boulevard Dolez, Mons, 7000, Belgium","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105027850843?origin=resultslist","Department of Mathematics and Industrial Engineering, Polytechnique Montréal, 2500 Chemin de Polytechnique, Montréal, QC H3T 1J4, Canada; GERAD Research Center, 3000 Chemin de Polytechnique, Montréal, QC H3T 2A7, Canada; Department of Electrical Engineering, Polytechnique Montréal, 2500 Chemin de Polytechnique, Montréal, QC H3T 1J4, Canada","Elsevier Ltd","Mach. Learn. Appl."
"https://www.scopus.com/pages/publications/105005135993?origin=resultslist","Sathyabama Institute of Science and Technology, India; University College of Engineering, Thanjavur, India","IGI Global","Urban mobil. and challenges of intell. transp. syst."
"https://www.scopus.com/pages/publications/85218454608?origin=resultslist","School of Electrical and Data Engineering, Faculty of Engineering and Information Technology, University of Technology Sydney, Ultimo, 2007, NSW, Australia; Blue Economy Cooperative Research Centre, Launceston, 7248, TAS, Australia; Pitt&Sherry, North Sydney, 2060, NSW, Australia","Multidisciplinary Digital Publishing Institute (MDPI)","Energies"
"https://www.scopus.com/pages/publications/105003547204?origin=resultslist","Computing and Mathematical Sciences, California Institute of Technology, Pasadena, CA, United States; School of Data Science, The Chinese University of Hong Kong (Shenzhen), Guangdong, Shenzhen, China; Beyond Limits, Glendale, CA, United States","Cambridge University Press","Environ. Data. Sci."
"https://www.scopus.com/pages/publications/105034608062?origin=resultslist","College of Electrical Engineering, Zhejiang University, HangZhou, China; China Electric Power Research Institute, Beijing, China","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Adv. Electr. Energy Syst., AEES"
"https://www.scopus.com/pages/publications/105022732751?origin=resultslist","South Dakota State University, Department of Electrical Engineering and Computer Science, Brookings, 57007, SD, United States; Colorado State University, Electrical and Computer Engineering Department, Fort Collins, 80523, CO, United States; Department of Business Analytics, Economics, and Information Systems, Bowling Green State University (BGSU), Bowling Green, 43403, OH, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85216474349?origin=resultslist","Department of Mathematics, School of Technology (SoT), Pandit Deendayal Energy University (PDEU), Gujarat, Gandhinagar, 382426, India; Department of Electrical Engineering, School of Energy Technology (SoET), Pandit Deendayal Energy University (PDEU), Gujarat, Gandhinagar, 382426, India; Department of Physics, School of Energy Technology (SoET), Pandit Deendayal Energy University (PDEU), Gujarat, Gandhinagar, 382426, India; Department of Mechanical Engineering, School of Technology (SoT), Pandit Deendayal Energy University (PDEU), Gujarat, Gandhinagar, 382426, India; Department of Electrical Engineering, Graphic Era (Deemed to be University), Dehradun, 248002, India; Hourani Center for Applied Scientific Research, Al-Ahliyya Amman University, Amman, Jordan; College of Engineering, University of Business and Technology, Jeddah, 21448, Saudi Arabia; ENET Centre, CEET, VSB-Technical University of Ostrava, Ostrava, 708 00, Czech Republic","Elsevier B.V.","Result.  Eng."
"https://www.scopus.com/pages/publications/85217791696?origin=resultslist","School of Software, Xinjiang University, Urumqi, 830091, China; College of New Energy, Jingchu University of Technology, Jingmen, 448000, China","Elsevier Ltd","Sol. Energy"
